customer_id,age,gender,location,income_level,annual_income,spending_score,purchase_frequency,avg_order_value,total_annual_spend,days_since_last_visit,num_categories_bought,loyalty_years,discount_usage_pct,online_purchase_pct,return_rate,support_tickets,preferred_category
CUST00702,50,Female,Rural,Very High,148784,64,11,57.63,633.93,282,10,0,0.98,0.96,0.231,4,Electronics
CUST00703,26,Female,Rural,Very High,150102,90,20,41.01,820.2,228,9,6,0.26,0.45,0.126,2,Sports
CUST00704,27,Female,Urban,Medium,46443,10,39,381.71,14886.69,336,4,1,0.59,0.35,0.147,4,Home & Garden
CUST00705,24,Male,Urban,Very High,157006,84,4,272.79,1091.16,38,6,6,0.3,0.03,0.21,1,Books
CUST00706,47,Male,Suburban,Medium,47868,28,42,213.13,8951.46,279,8,10,0.37,0.84,0.171,6,Electronics
CUST00707,18,Female,Suburban,Low,25539,15,17,452.89,7699.13,144,5,7,0.4,0.63,0.153,2,Home & Garden
CUST00708,48,Female,Urban,Low,18255,1,7,421.26,2948.82,159,5,6,0.34,0.42,0.062,7,Fashion
CUST00709,43,Male,Urban,Low,19097,9,45,38.24,1720.8,286,4,1,0.64,0.25,0.077,5,Electronics
CUST00710,42,Male,Urban,Low,21662,22,5,311.88,1559.4,100,2,5,0.96,0.75,0.108,9,Home & Garden
CUST00711,54,Female,Rural,Medium,46210,15,7,388.41,2718.87,323,1,9,0.43,0.95,0.003,2,Beauty
CUST00712,45,Female,Urban,High,85518,48,50,279.74,13987.0,183,4,4,0.97,0.38,0.125,3,Fashion
CUST00713,56,Female,Rural,High,88067,55,28,491.67,13766.76,128,8,9,0.67,0.13,0.001,2,Books
CUST00714,58,Male,Urban,Medium,54869,41,25,346.16,8654.0,120,3,7,0.61,0.11,0.17,6,Sports
CUST00715,66,Male,Rural,Low,14313,8,36,61.03,2197.08,154,2,2,0.24,0.01,0.211,1,Home & Garden
CUST00716,60,Female,Urban,High,89001,38,33,107.17,3536.61,345,4,1,0.06,0.74,0.169,7,Travel
CUST00717,45,Male,Urban,Medium,52754,32,32,414.86,13275.52,38,6,0,0.85,0.98,0.208,9,Grocery
CUST00718,44,Female,Rural,Low,23300,11,2,498.41,996.82,186,3,3,0.57,0.99,0.0,7,Fashion
CUST00719,30,Female,Rural,Medium,48950,28,29,58.19,1687.51,305,3,3,0.41,0.78,0.018,1,Books
CUST00720,49,Male,Urban,Medium,43303,28,15,59.16,887.4,173,2,7,0.81,0.16,0.21,5,Electronics
CUST00721,25,Male,Urban,Medium,42254,28,42,384.06,16130.52,207,4,6,0.31,0.98,0.241,5,Books
CUST00722,67,Male,Urban,High,89519,36,27,41.53,1121.31,128,3,5,0.78,0.33,0.215,4,Books
CUST00723,62,Female,Urban,High,94961,55,7,43.59,305.13,50,9,7,0.33,0.33,0.199,5,Travel
CUST00724,24,Female,Urban,High,82451,42,47,445.52,20939.44,234,10,8,0.92,0.69,0.212,8,Home & Garden
CUST00725,59,Male,Rural,Low,26200,26,15,402.22,6033.3,336,4,7,0.27,0.05,0.222,9,Sports
CUST00726,24,Female,Urban,High,92815,51,15,441.97,6629.55,190,1,9,0.14,0.83,0.217,3,Travel
CUST00727,56,Male,Suburban,High,82128,53,49,328.75,16108.75,158,1,3,0.7,1.0,0.221,3,Fashion
CUST00728,22,Male,Urban,Low,17499,23,41,168.04,6889.64,48,4,9,0.16,0.78,0.022,2,Grocery
CUST00729,43,Female,Urban,Medium,45528,37,45,454.09,20434.05,345,5,4,0.95,0.78,0.019,4,Home & Garden
CUST00730,52,Male,Suburban,Medium,57188,36,35,156.37,5472.95,318,6,2,0.66,0.39,0.108,6,Beauty
CUST00731,56,Male,Urban,Medium,50877,28,48,145.0,6960.0,330,4,1,0.23,0.07,0.158,7,Beauty
CUST00732,40,Female,Suburban,Low,17186,1,6,444.34,2666.04,132,4,1,0.21,0.79,0.229,2,Travel
CUST00733,66,Male,Urban,Medium,46449,19,32,343.6,10995.2,229,3,10,0.92,0.6,0.1,2,Home & Garden
CUST00734,59,Female,Rural,Low,21021,9,16,448.88,7182.08,158,6,1,0.61,0.91,0.083,0,Fashion
CUST00735,29,Male,Suburban,Low,12081,15,21,86.39,1814.19,86,7,9,0.89,0.12,0.234,1,Fashion
CUST00736,53,Male,Rural,Low,16118,11,13,476.63,6196.19,76,1,8,0.11,0.31,0.075,0,Books
CUST00737,56,Male,Urban,Very High,144646,70,11,310.24,3412.64,141,5,4,0.93,0.36,0.246,2,Home & Garden
CUST00738,35,Male,Urban,Medium,51922,14,24,337.34,8096.16,202,7,10,0.52,0.68,0.053,7,Beauty
CUST00739,57,Male,Urban,Medium,52708,33,48,457.89,21978.72,45,7,9,0.67,0.79,0.108,8,Sports
CUST00740,65,Male,Suburban,Medium,49473,22,34,196.57,6683.38,257,6,10,0.37,0.96,0.12,10,Books
CUST00741,61,Female,Urban,High,84240,28,19,362.59,6889.21,168,6,5,0.06,0.3,0.09,5,Fashion
CUST00742,58,Male,Urban,Medium,47930,16,23,323.77,7446.71,322,7,3,0.96,0.49,0.001,5,Fashion
CUST00743,51,Male,Urban,Very High,155487,89,28,396.0,11088.0,102,4,0,0.99,0.03,0.071,9,Beauty
CUST00744,32,Male,Urban,Medium,45259,10,13,449.5,5843.5,19,6,9,0.36,0.25,0.101,1,Home & Garden
CUST00745,60,Male,Urban,Low,14614,4,28,343.23,9610.44,114,4,9,0.94,0.37,0.094,6,Books
CUST00746,37,Male,Urban,Medium,43784,21,37,43.14,1596.18,356,5,5,0.17,0.59,0.236,8,Fashion
CUST00747,46,Female,Urban,Medium,55068,14,13,99.74,1296.62,118,2,0,0.15,0.47,0.014,5,Grocery
CUST00748,34,Male,Suburban,High,83918,31,31,477.45,14800.95,257,4,9,0.07,0.36,0.117,2,Travel
CUST00749,34,Female,Urban,High,91306,59,37,484.64,17931.68,308,2,3,0.39,0.62,0.011,6,Books
CUST00750,26,Female,Urban,Medium,57985,31,28,484.03,13552.84,104,3,6,0.05,0.83,0.279,10,Electronics
CUST00751,68,Male,Suburban,Very High,152269,67,16,28.03,448.48,235,5,7,0.39,0.24,0.237,2,Books
CUST00752,25,Male,Suburban,Medium,48597,14,29,197.4,5724.6,75,6,1,0.14,0.34,0.295,6,Electronics
CUST00753,22,Male,Urban,Medium,45309,20,42,382.24,16054.08,133,10,0,0.73,0.7,0.273,0,Electronics
CUST00754,67,Female,Suburban,Medium,42030,28,12,378.91,4546.92,109,1,0,0.83,0.78,0.095,2,Travel
CUST00755,47,Male,Rural,Low,14489,14,30,52.1,1563.0,246,9,10,0.69,0.83,0.207,8,Fashion
CUST00756,41,Female,Suburban,High,97247,39,36,308.65,11111.4,320,4,10,0.2,0.21,0.092,5,Grocery
CUST00757,57,Female,Rural,Low,14297,14,17,80.01,1360.17,93,8,4,0.77,0.54,0.266,2,Fashion
CUST00758,38,Female,Suburban,Medium,42319,33,21,251.67,5285.07,107,7,4,0.25,0.9,0.123,3,Sports
CUST00759,24,Female,Urban,Medium,55057,19,47,127.45,5990.15,300,10,4,0.76,0.39,0.113,1,Electronics
CUST00760,56,Other,Urban,Low,18697,1,19,36.05,684.95,169,2,3,0.57,0.43,0.274,8,Grocery
CUST00761,27,Male,Suburban,Low,17712,22,32,49.21,1574.72,188,10,5,0.37,0.98,0.251,10,Grocery
CUST00762,47,Male,Rural,High,93480,47,8,456.34,3650.72,258,1,3,0.08,0.11,0.29,1,Beauty
CUST00763,68,Male,Urban,Low,20368,19,49,374.88,18369.12,51,9,6,0.83,0.71,0.02,2,Home & Garden
CUST00764,67,Female,Urban,Medium,56634,22,32,466.59,14930.88,319,7,4,0.94,0.85,0.073,9,Fashion
CUST00765,37,Female,Suburban,Medium,49482,18,40,240.3,9612.0,134,5,6,0.67,0.15,0.09,9,Home & Garden
CUST00766,59,Female,Urban,Low,23406,2,32,212.51,6800.32,241,4,10,0.96,0.71,0.127,8,Home & Garden
CUST00767,50,Male,Suburban,Low,26062,4,19,185.62,3526.78,158,1,2,0.93,0.47,0.142,7,Grocery
CUST00768,43,Other,Suburban,High,89418,43,18,311.99,5615.82,275,9,0,0.19,0.85,0.087,9,Sports
CUST00769,25,Female,Suburban,Very High,146548,61,37,182.26,6743.62,224,8,5,0.73,0.91,0.237,4,Grocery
CUST00770,37,Female,Rural,Low,27592,24,45,375.67,16905.15,64,10,1,0.35,0.87,0.067,9,Grocery
CUST00771,52,Other,Suburban,Very High,145628,72,7,402.65,2818.55,69,8,2,0.49,0.06,0.209,9,Books
CUST00772,70,Male,Suburban,Medium,42629,34,44,439.16,19323.04,321,10,8,0.16,0.76,0.256,2,Grocery
CUST00773,18,Male,Suburban,Medium,51251,25,44,128.97,5674.68,190,9,4,0.97,0.92,0.181,0,Grocery
CUST00774,56,Female,Suburban,High,97791,42,6,268.24,1609.44,101,5,6,0.73,0.62,0.106,5,Fashion
CUST00775,62,Male,Rural,High,83383,41,6,119.49,716.94,53,8,8,0.27,0.6,0.056,8,Beauty
CUST00776,68,Male,Urban,High,95591,36,37,28.4,1050.8,47,3,1,0.37,0.05,0.04,9,Beauty
CUST00777,40,Male,Suburban,Medium,55287,37,44,356.83,15700.52,336,8,5,0.42,0.86,0.223,1,Beauty
CUST00778,24,Male,Urban,Medium,56863,35,21,279.0,5859.0,357,7,0,0.75,0.05,0.141,4,Fashion
CUST00779,32,Female,Rural,Medium,48745,13,34,364.72,12400.48,144,5,5,0.93,0.31,0.014,8,Home & Garden
CUST00780,63,Female,Suburban,Low,16076,11,52,52.94,2752.88,74,7,2,0.32,0.93,0.295,0,Grocery
CUST00781,64,Male,Urban,High,90194,46,17,497.81,8462.77,153,3,10,0.47,0.95,0.201,7,Books
CUST00782,51,Male,Urban,Low,14279,1,12,497.23,5966.76,50,7,2,0.59,0.99,0.253,3,Grocery
CUST00783,24,Male,Urban,Medium,55486,15,52,237.85,12368.2,201,5,2,0.39,0.48,0.131,0,Home & Garden
CUST00784,24,Female,Suburban,Low,22613,19,15,434.37,6515.55,229,4,0,0.5,0.18,0.287,2,Home & Garden
CUST00785,43,Female,Urban,Low,19733,2,25,129.35,3233.75,360,10,1,0.11,0.49,0.06,8,Books
CUST00786,49,Female,Urban,Medium,50254,26,23,371.41,8542.43,117,1,2,0.17,0.1,0.056,9,Beauty
CUST00787,19,Male,Rural,Medium,53394,18,28,440.82,12342.96,73,8,2,0.4,0.87,0.267,0,Books
CUST00788,54,Male,Suburban,Medium,50371,30,14,409.19,5728.66,49,3,8,0.91,0.56,0.268,5,Home & Garden
CUST00789,46,Male,Urban,Low,25437,1,36,407.77,14679.72,138,3,9,0.35,0.4,0.15,2,Books
CUST00790,18,Female,Urban,Medium,56794,24,36,236.88,8527.68,220,2,9,0.25,0.08,0.038,7,Books
CUST00791,23,Male,Rural,Medium,57197,29,11,411.8,4529.8,25,2,10,0.74,0.41,0.092,8,Sports
CUST00792,42,Female,Suburban,High,91921,43,26,348.45,9059.7,278,2,9,0.95,0.87,0.226,10,Beauty
CUST00793,56,Female,Suburban,Medium,53881,29,3,74.9,224.7,168,9,5,0.46,0.7,0.254,3,Travel
CUST00794,61,Male,Urban,Medium,46977,13,12,65.95,791.4,290,10,4,0.01,0.08,0.104,3,Books
CUST00795,40,Male,Urban,Medium,42609,19,52,388.24,20188.48,170,6,7,0.69,0.16,0.018,3,Grocery
CUST00796,33,Male,Urban,Very High,148401,82,27,316.48,8544.96,57,1,3,0.42,0.39,0.2,8,Beauty
CUST00797,69,Male,Suburban,High,95948,42,33,264.49,8728.17,8,9,6,0.67,0.1,0.222,4,Home & Garden
CUST00798,42,Male,Urban,Medium,44136,11,47,454.56,21364.32,204,7,10,0.28,0.93,0.127,0,Fashion
CUST00799,34,Female,Urban,Medium,50731,36,38,333.2,12661.6,197,6,2,0.0,0.65,0.175,10,Grocery
CUST00800,41,Male,Suburban,Low,15077,16,42,204.11,8572.62,297,10,8,0.34,0.09,0.296,1,Travel
CUST00801,18,Male,Rural,Very High,148868,80,38,212.83,8087.54,321,5,10,0.7,0.79,0.073,10,Travel
CUST00802,34,Female,Suburban,Medium,44293,31,26,306.57,7970.82,59,4,5,0.39,0.37,0.172,1,Books
CUST00803,45,Female,Urban,Medium,53756,35,33,382.53,12623.49,115,8,3,0.22,0.24,0.183,5,Travel
CUST00804,66,Male,Urban,Very High,154965,85,16,286.53,4584.48,76,6,2,0.46,0.57,0.165,3,Sports
CUST00805,57,Female,Urban,High,94134,47,47,259.29,12186.63,39,8,1,0.75,0.01,0.261,7,Books
CUST00806,59,Female,Urban,Low,23278,1,10,366.18,3661.8,1,7,3,0.12,0.47,0.182,4,Fashion
CUST00807,46,Female,Suburban,Low,15762,10,46,355.58,16356.68,31,9,8,0.69,0.84,0.152,4,Grocery
CUST00808,23,Female,Urban,Low,20486,3,46,416.87,19176.02,192,4,5,0.67,0.93,0.037,5,Fashion
CUST00809,38,Male,Suburban,Medium,43676,29,8,40.65,325.2,56,1,2,0.37,0.34,0.211,10,Travel
CUST00810,70,Female,Rural,Low,17990,7,37,379.93,14057.41,72,5,5,0.97,0.64,0.04,2,Sports
CUST00811,20,Male,Rural,Very High,150093,88,52,261.74,13610.48,44,7,8,0.89,0.23,0.008,2,Travel
CUST00812,64,Female,Urban,Very High,152696,79,30,46.6,1398.0,265,9,0,0.32,0.56,0.147,0,Home & Garden
CUST00813,54,Female,Urban,Medium,43548,23,18,342.71,6168.78,233,3,0,0.03,0.25,0.172,8,Home & Garden
CUST00814,33,Male,Urban,Medium,55007,40,46,361.1,16610.6,352,8,10,0.31,0.57,0.3,7,Beauty
CUST00815,59,Male,Urban,Medium,49342,23,27,266.58,7197.66,41,9,8,0.2,0.17,0.214,6,Sports
CUST00816,62,Female,Urban,Low,26100,9,7,398.96,2792.72,77,9,6,0.55,0.94,0.255,0,Grocery
CUST00817,20,Female,Urban,High,90440,41,13,157.12,2042.56,167,9,9,0.92,0.89,0.104,8,Grocery
CUST00818,23,Male,Suburban,Low,20752,22,36,108.93,3921.48,237,10,6,0.87,0.34,0.153,8,Sports
CUST00819,53,Female,Urban,Low,23082,19,24,181.86,4364.64,48,7,5,0.31,0.78,0.292,10,Electronics
CUST00820,70,Female,Rural,Medium,55118,17,12,210.92,2531.04,78,4,2,0.43,0.1,0.125,10,Fashion
CUST00821,19,Female,Urban,Low,14522,7,42,351.01,14742.42,154,5,8,0.04,0.74,0.242,2,Electronics
CUST00822,53,Male,Urban,Medium,50181,21,7,424.3,2970.1,7,8,8,0.54,0.28,0.158,7,Fashion
CUST00823,25,Male,Urban,High,82479,46,12,363.25,4359.0,145,3,3,0.06,0.14,0.067,4,Fashion
CUST00824,52,Female,Urban,High,89592,30,25,95.25,2381.25,277,7,8,0.94,0.68,0.174,6,Electronics
CUST00825,51,Male,Urban,Medium,55017,34,3,189.45,568.35,193,6,7,0.87,0.47,0.065,3,Electronics
CUST00826,22,Female,Rural,High,95847,55,21,87.62,1840.02,159,7,1,0.21,0.53,0.001,7,Books
CUST00827,54,Male,Urban,Medium,46536,15,48,346.49,16631.52,179,5,1,0.7,0.52,0.071,10,Fashion
CUST00828,65,Female,Urban,High,88182,33,49,131.6,6448.4,346,8,6,0.57,0.06,0.058,7,Sports
CUST00829,63,Male,Suburban,Medium,50825,29,46,267.44,12302.24,190,1,6,0.8,0.05,0.111,10,Electronics
CUST00830,19,Male,Urban,Low,18334,1,17,398.0,6766.0,196,8,7,0.48,0.6,0.267,10,Travel
CUST00831,31,Female,Suburban,Very High,144849,86,4,338.76,1355.04,340,9,4,0.19,0.62,0.116,1,Fashion
CUST00832,30,Female,Urban,Medium,46878,32,43,156.2,6716.6,58,9,9,0.64,0.05,0.254,10,Beauty
CUST00833,42,Female,Suburban,Low,18465,23,20,173.1,3462.0,36,10,4,0.08,0.38,0.167,9,Beauty
CUST00834,25,Other,Urban,Low,20299,11,39,330.15,12875.85,165,4,2,0.58,0.61,0.002,4,Books
CUST00835,63,Other,Urban,Medium,56732,42,7,279.24,1954.68,117,1,1,0.21,0.66,0.057,6,Beauty
CUST00836,59,Female,Suburban,Medium,50718,10,35,57.23,2003.05,75,7,9,0.68,0.83,0.279,6,Sports
CUST00837,60,Male,Rural,Medium,48194,17,31,438.26,13586.06,44,1,7,0.83,0.42,0.181,8,Books
CUST00838,28,Female,Urban,High,92568,31,48,261.18,12536.64,321,3,5,0.11,0.55,0.279,8,Books
CUST00839,18,Female,Suburban,Medium,54369,33,6,241.95,1451.7,225,8,2,0.4,0.58,0.093,1,Home & Garden
CUST00840,66,Male,Urban,Medium,48888,24,22,107.24,2359.28,253,6,1,0.73,0.31,0.215,0,Travel
CUST00841,33,Male,Urban,Medium,49828,17,52,194.73,10125.96,44,7,1,0.16,0.05,0.232,2,Travel
CUST00842,52,Female,Urban,High,85485,36,21,173.08,3634.68,125,8,1,0.57,0.0,0.293,5,Beauty
CUST00843,66,Female,Suburban,Low,25837,16,35,142.66,4993.1,227,2,5,0.67,0.84,0.005,9,Travel
CUST00844,19,Female,Urban,Low,25870,2,9,288.03,2592.27,193,8,2,0.35,0.2,0.286,7,Electronics
CUST00845,18,Other,Suburban,Medium,44798,22,38,236.51,8987.38,254,6,1,0.83,0.63,0.117,1,Sports
CUST00846,18,Female,Urban,High,87536,47,15,445.71,6685.65,245,5,3,0.51,0.58,0.251,7,Beauty
CUST00847,26,Male,Rural,High,86351,35,30,471.26,14137.8,151,5,7,0.63,0.4,0.163,5,Travel
CUST00848,20,Male,Suburban,Medium,56768,20,46,117.54,5406.84,286,6,5,0.14,0.83,0.169,4,Electronics
CUST00849,61,Male,Urban,High,83043,36,35,59.05,2066.75,95,6,1,0.02,0.7,0.108,8,Books
CUST00850,50,Male,Urban,Medium,45317,25,25,394.82,9870.5,30,4,8,0.05,0.02,0.249,3,Electronics
CUST00851,69,Female,Urban,Low,17038,1,10,497.48,4974.8,334,3,5,0.9,0.78,0.079,6,Grocery
CUST00852,60,Female,Rural,Low,20961,6,18,433.16,7796.88,9,2,2,0.88,0.51,0.148,2,Beauty
CUST00853,69,Male,Urban,Low,15983,8,45,21.61,972.45,104,4,7,0.81,0.35,0.168,4,Grocery
CUST00854,30,Male,Suburban,Medium,50586,15,12,133.12,1597.44,42,3,10,0.2,0.73,0.223,6,Books
CUST00855,33,Female,Urban,Medium,53956,28,35,31.24,1093.4,85,6,5,0.53,0.69,0.141,6,Travel
CUST00856,63,Male,Suburban,Medium,55259,16,26,412.18,10716.68,145,10,1,0.8,0.31,0.204,10,Fashion
CUST00857,30,Female,Urban,Medium,43585,10,17,294.89,5013.13,48,2,3,0.67,0.98,0.146,3,Grocery
CUST00858,21,Male,Suburban,Medium,44221,14,38,261.72,9945.36,171,4,6,0.12,0.65,0.198,9,Electronics
CUST00859,53,Female,Rural,High,83523,34,19,281.68,5351.92,339,1,10,0.9,0.61,0.202,8,Beauty
CUST00860,60,Male,Urban,High,96559,33,15,133.7,2005.5,50,10,10,0.16,0.07,0.213,3,Travel
CUST00861,69,Female,Suburban,Medium,52434,40,28,304.8,8534.4,339,8,10,0.17,0.28,0.247,1,Sports
CUST00862,67,Male,Urban,Medium,50503,19,40,25.03,1001.2,151,3,9,0.9,0.45,0.162,2,Fashion
CUST00863,24,Female,Urban,Medium,54655,36,45,326.55,14694.75,217,5,6,0.48,0.63,0.058,7,Fashion
CUST00864,58,Male,Rural,Medium,51378,37,33,369.87,12205.71,162,8,7,0.37,0.51,0.204,8,Electronics
CUST00865,62,Male,Suburban,Medium,45767,31,35,339.78,11892.3,116,10,8,0.55,0.76,0.023,6,Home & Garden
CUST00866,55,Female,Suburban,Medium,50163,35,41,172.74,7082.34,40,6,7,0.98,0.26,0.066,7,Beauty
CUST00867,61,Male,Urban,High,93252,34,15,414.87,6223.05,217,3,7,0.12,0.7,0.238,1,Fashion
CUST00868,62,Male,Urban,Medium,42576,17,14,360.62,5048.68,335,7,1,0.76,0.82,0.131,5,Books
CUST00869,41,Male,Urban,Low,21701,18,26,72.87,1894.62,191,7,9,0.33,0.77,0.149,9,Grocery
CUST00870,20,Male,Suburban,Medium,49953,26,33,105.62,3485.46,219,7,0,0.12,0.77,0.296,4,Sports
CUST00871,42,Male,Urban,High,83112,26,34,322.18,10954.12,235,1,4,0.42,0.89,0.071,9,Beauty
CUST00872,28,Female,Urban,Low,16217,10,8,151.81,1214.48,142,8,4,0.55,0.08,0.006,1,Sports
CUST00873,24,Male,Urban,High,89177,53,41,68.52,2809.32,45,1,10,0.21,0.7,0.033,10,Home & Garden
CUST00874,24,Female,Urban,Low,17483,18,19,85.93,1632.67,186,10,0,0.41,0.97,0.073,8,Grocery
CUST00875,54,Other,Urban,Medium,46641,19,46,91.15,4192.9,318,9,5,0.64,0.57,0.218,6,Home & Garden
CUST00876,44,Male,Urban,Medium,52386,18,38,244.12,9276.56,115,6,3,0.58,0.22,0.233,6,Fashion
CUST00877,46,Female,Rural,Low,18470,3,52,307.62,15996.24,319,7,1,0.72,1.0,0.17,10,Grocery
CUST00878,57,Female,Suburban,Very High,149963,68,33,96.44,3182.52,312,1,2,0.84,0.17,0.077,4,Books
CUST00879,47,Female,Urban,Medium,54773,22,28,359.12,10055.36,90,9,4,0.41,0.34,0.157,1,Travel
CUST00880,51,Male,Suburban,Very High,143491,65,10,147.7,1477.0,210,3,10,0.42,0.17,0.004,10,Books
CUST00881,22,Male,Suburban,Medium,47758,22,21,162.66,3415.86,273,3,4,0.5,0.46,0.205,1,Grocery
CUST00882,63,Male,Urban,High,83168,27,45,119.51,5377.95,181,8,9,0.57,0.42,0.184,7,Grocery
CUST00883,41,Female,Urban,Very High,156838,71,20,394.75,7895.0,256,10,8,0.11,0.49,0.007,2,Electronics
CUST00884,26,Other,Urban,Medium,44970,16,3,480.31,1440.93,333,5,9,0.31,0.93,0.245,10,Grocery
CUST00885,61,Female,Urban,Low,25118,1,13,251.32,3267.16,229,6,9,0.17,0.48,0.229,10,Sports
CUST00886,56,Male,Suburban,High,85054,54,31,30.6,948.6,306,6,7,0.39,0.51,0.092,5,Grocery
CUST00887,20,Female,Rural,Medium,47185,28,33,137.68,4543.44,293,3,8,0.97,0.89,0.191,5,Beauty
CUST00888,28,Male,Urban,Very High,151733,88,52,87.44,4546.88,297,6,1,0.58,0.82,0.18,5,Electronics
CUST00889,18,Female,Suburban,Medium,55302,29,49,422.95,20724.55,312,10,7,0.43,0.24,0.043,4,Home & Garden
CUST00890,32,Male,Urban,Medium,44845,10,28,51.58,1444.24,83,4,0,0.57,0.01,0.058,10,Grocery
CUST00891,23,Female,Suburban,Low,15410,20,29,483.57,14023.53,7,8,8,0.67,0.63,0.205,3,Home & Garden
CUST00892,55,Female,Suburban,High,96108,47,42,298.37,12531.54,56,8,7,0.43,0.84,0.28,10,Electronics
CUST00893,45,Male,Urban,Very High,147151,79,3,263.69,791.07,92,9,8,0.45,0.55,0.173,7,Home & Garden
CUST00894,69,Male,Urban,Low,15356,3,31,425.2,13181.2,252,8,7,0.7,0.21,0.17,10,Books
CUST00895,57,Female,Suburban,High,93897,46,25,23.5,587.5,187,10,4,0.06,0.74,0.194,6,Books
CUST00896,50,Male,Rural,Very High,143458,71,41,390.8,16022.8,172,8,4,0.54,0.67,0.132,9,Grocery
CUST00897,44,Female,Urban,Low,25872,5,42,67.14,2819.88,4,10,6,0.55,0.57,0.016,5,Home & Garden
CUST00898,20,Female,Urban,Low,26012,15,35,421.98,14769.3,250,8,5,0.76,0.86,0.119,5,Beauty
CUST00899,21,Female,Urban,High,95705,54,35,269.3,9425.5,133,9,3,0.98,0.78,0.27,2,Home & Garden
CUST00900,50,Male,Suburban,Medium,46725,8,36,39.95,1438.2,278,9,5,0.8,0.67,0.241,2,Sports
CUST00901,18,Male,Suburban,Low,13827,1,31,418.29,12966.99,42,10,5,0.5,0.66,0.278,0,Grocery
CUST00902,20,Male,Suburban,High,88807,55,12,23.38,280.56,108,6,2,0.17,0.66,0.046,4,Books
CUST00903,29,Other,Suburban,Medium,47353,25,15,77.8,1167.0,20,8,7,0.59,0.53,0.152,10,Beauty
CUST00904,64,Male,Rural,Very High,157345,93,39,400.93,15636.27,104,10,3,0.83,0.46,0.175,10,Travel
CUST00905,42,Male,Suburban,High,92107,49,33,237.79,7847.07,338,4,2,0.93,0.71,0.063,7,Books
CUST00906,55,Male,Urban,High,97110,53,13,441.88,5744.44,180,2,4,0.83,0.61,0.06,3,Grocery
CUST00907,39,Other,Suburban,Medium,54014,39,46,321.36,14782.56,161,9,1,0.19,0.49,0.235,5,Grocery
CUST00908,27,Male,Urban,Medium,53439,31,51,315.53,16092.03,100,7,6,0.71,0.13,0.202,8,Electronics
CUST00909,37,Female,Urban,Medium,43789,16,33,153.2,5055.6,97,5,8,0.88,0.7,0.194,0,Sports
CUST00910,22,Female,Rural,Low,13103,7,12,75.5,906.0,244,8,10,0.68,0.65,0.08,10,Beauty
CUST00911,58,Female,Suburban,High,82743,33,49,480.97,23567.53,360,1,3,0.69,0.34,0.152,9,Grocery
CUST00912,27,Other,Rural,Low,21494,5,13,61.35,797.55,273,5,5,0.5,0.36,0.007,10,Electronics
CUST00913,37,Female,Urban,Medium,45227,28,23,269.22,6192.06,270,3,5,0.64,0.25,0.039,1,Books
CUST00914,69,Female,Suburban,Low,27826,2,45,143.56,6460.2,173,3,8,0.29,0.96,0.155,10,Fashion
CUST00915,49,Male,Urban,Medium,44122,27,28,139.43,3904.04,37,10,6,0.09,0.86,0.093,6,Sports
CUST00916,42,Female,Urban,Low,27151,16,13,301.35,3917.55,265,6,8,0.83,0.56,0.29,6,Electronics
CUST00917,46,Female,Urban,Medium,52682,20,5,400.99,2004.95,296,2,9,0.94,0.4,0.141,1,Electronics
CUST00918,59,Female,Suburban,High,83696,27,19,390.82,7425.58,187,4,1,0.86,0.74,0.025,5,Travel
CUST00919,31,Female,Urban,Low,12935,12,35,435.71,15249.85,34,3,3,0.33,0.53,0.005,3,Beauty
CUST00920,51,Other,Rural,High,88335,54,38,153.52,5833.76,261,10,7,0.09,0.98,0.218,10,Electronics
CUST00921,64,Female,Urban,High,87423,50,12,238.22,2858.64,337,3,5,0.28,0.06,0.051,3,Electronics
CUST00922,48,Female,Urban,Medium,47048,21,9,14.57,131.13,83,4,5,0.84,0.03,0.056,2,Home & Garden
CUST00923,41,Male,Suburban,High,90457,50,37,375.96,13910.52,59,4,1,0.66,0.57,0.127,10,Beauty
CUST00924,25,Male,Urban,Medium,44075,19,9,158.15,1423.35,270,2,6,0.97,0.2,0.079,2,Home & Garden
CUST00925,31,Male,Rural,Low,14071,3,4,285.13,1140.52,122,8,8,0.34,0.6,0.185,9,Books
CUST00926,68,Male,Suburban,Medium,53117,21,26,92.96,2416.96,262,6,0,0.55,0.78,0.146,10,Beauty
CUST00927,46,Male,Urban,Low,27845,4,30,411.51,12345.3,257,5,6,0.79,0.14,0.033,3,Sports
CUST00928,33,Male,Suburban,High,86381,58,13,410.46,5335.98,98,4,9,0.23,0.44,0.235,7,Grocery
CUST00929,40,Female,Suburban,Very High,156911,83,11,439.95,4839.45,16,7,6,0.96,0.69,0.128,8,Beauty
CUST00930,48,Male,Suburban,High,87518,33,13,32.51,422.63,203,1,10,0.59,0.83,0.183,5,Books
CUST00931,46,Female,Suburban,Medium,47374,34,18,496.3,8933.4,149,10,3,0.01,0.5,0.001,7,Electronics
CUST00932,55,Female,Suburban,Medium,43445,10,1,131.41,131.41,313,6,0,0.03,0.21,0.188,1,Beauty
CUST00933,31,Male,Suburban,Very High,148773,77,1,161.62,161.62,131,3,7,0.88,0.59,0.085,5,Travel
CUST00934,52,Male,Urban,Low,19967,1,20,132.17,2643.4,92,6,2,0.65,0.45,0.148,5,Home & Garden
CUST00935,41,Male,Suburban,Low,22620,7,2,141.09,282.18,314,9,0,0.76,0.77,0.089,6,Books
